N,M,Result
490,100,467
182,91,46
153,32,109
932,13,482
485,30,297
621,78,289
108,84,83
827,69,436
60,18,13
111,34,59
409,81,181
663,69,262
735,91,290
315,32,129
879,60,111
842,89,208
182,73,23
30,16,7
639,34,22
53,8,13
503,83,420
30,23,24
380,76,170
963,57,670
934,80,595
666,42,511
703,8,389
804,7,783
721,48,124
938,38,315
265,34,156
702,84,496
416,53,400
62,23,59
660,94,97
160,89,82
362,71,53
266,44,56
258,36,10
954,97,726
799,83,778
708,14,200
105,6,98
464,91,372
493,50,345
276,96,42
964,11,126
703,41,684
908,71,834
861,92,120
296,58,121
244,7,64
785,66,355
994,8,137
4,2,1
114,89,72
393,35,360
669,74,384
439,80,293
213,85,159
636,72,69
881,27,709
427,97,107
489,75,335
189,32,66
335,88,103
25,8,18
528,39,325
272,87,34
452,43,35
722,33,419
843,7,248
641,48,379
998,39,110
694,36,83
186,61,174
97,5,32
37,12,19
553,19,287
748,11,357
730,69,719
295,41,250
761,92,647
241,40,151
83,73,36
390,24,63
35,10,13
178,97,174
241,14,183
138,72,8
576,81,559
345,18,245
736,70,583
574,55,476
418,8,277
793,9,287
997,4,311
98,10,6
199,64,12
179,24,160
486,2,461
39,39,29
264,43,70
66,55,22
654,8,652
200,45,105
43,18,19
483,53,384
403,79,137
911,99,37
522,28,65
330,6,67
302,21,250
997,27,78
387,4,386
770,7,545
260,43,161
850,35,434
930,98,530
164,42,117
439,9,152
945,44,274
438,4,202
862,19,623
252,73,168
542,65,321
504,44,487
257,3,62
842,43,421
345,21,192
507,20,337
872,86,243
814,46,79
832,56,41
477,18,177
694,29,617
106,52,22
917,78,598
555,92,548
913,88,871
688,30,628
303,20,196
848,28,389
588,61,265
697,71,200
621,50,68
129,30,81
115,2,103
499,47,400
844,87,822
243,6,130
919,22,36
536,34,82
215,29,118
751,69,696
707,73,261
725,52,16
835,11,526
160,65,3
452,14,105
800,57,181
54,1,54
999,26,38
309,62,92
52,3,17
333,25,99
231,64,117
413,34,178
271,9,70
375,62,70
756,73,168
684,21,390
506,51,303
541,30,449
561,45,190
183,26,150
738,22,244
490,56,339
220,71,22
437,75,140
845,53,116
965,77,872
213,18,61
848,56,90
121,50,40
385,31,352
329,13,171
578,28,535
709,42,257
551,39,140
433,28,429
609,48,97
487,76,75
274,84,69
877,75,147
32,24,23
911,77,457
328,65,75
88,52,59
309,36,134
557,12,278
174,66,160
889,36,804
832,72,252
962,66,734
864,76,350
341,93,321
35,15,12
840,79,792
647,88,545
124,3,58
628,42,208
747,56,54
278,96,234
662,56,248
329,52,124
251,84,238
639,55,429
381,88,210
805,46,478
235,53,7
802,41,245
708,23,378
7,3,4
162,73,115
546,9,105
819,34,283
530,11,456
116,78,82
48,43,10
542,62,439
67,61,31
886,64,682
63,49,58
424,13,290
651,9,448
544,30,539
886,54,276
766,48,34
992,24,73
133,66,49
588,34,149
114,61,50
84,27,58
750,35,145
102,77,34
970,14,514
218,58,186
240,9,55
132,89,73
195,95,10
172,3,44
563,51,552
760,40,706
403,66,333
601,61,464
947,19,438
693,22,675
969,12,825
73,68,15
878,23,326
97,42,97
198,10,143
56,49,14
86,24,64
341,22,255
218,57,191
9,1,9
716,46,190
418,67,313
493,97,52
57,21,47
631,97,568
690,38,572
66,56,52
120,55,87
562,46,144
433,48,420
197,80,13
204,8,61
23,16,4
332,49,66
567,9,294
475,53,436
604,44,502
141,10,72
305,59,125
33,5,18
442,69,287
119,13,102
986,62,581
400,40,242
635,65,506
33,25,1
663,25,96
10,10,8
880,96,677
595,64,301
274,60,230
871,93,515
327,8,269
786,43,453
585,8,100
638,86,374
509,23,57
137,56,13
333,37,70
218,84,45
562,27,506
939,89,837
586,85,77
266,7,218
392,11,276
533,6,442
849,15,292
173,87,12
93,85,92
647,85,318
933,12,393
763,76,18
191,25,137
434,22,401
291,36,89
354,60,21
319,73,234
987,69,628
161,92,152
207,33,7
328,49,201
465,52,78
855,13,376
458,49,358
658,3,377
195,78,163
216,5,193
721,79,691
282,92,34
448,69,256
101,29,8
267,64,184
762,97,69
272,67,58
468,16,286
900,14,468
175,24,64
576,91,201
436,65,247
68,21,28
367,6,289
838,34,93
960,21,494
461,17,308
362,25,123
230,55,15
876,90,315
463,63,323
246,75,143
379,82,34
390,56,14
458,90,165
707,46,488
660,85,113
197,56,39
987,72,503
665,43,317
298,14,185
288,76,157
930,91,631
305,80,227
56,2,49
219,63,216
265,3,86
398,71,328
22,4,3
420,44,18
388,74,223
806,30,468
596,23,395
77,71,28
799,33,695
812,67,703
215,62,6
926,9,627
253,5,156
649,58,319
47,38,22
469,56,123
637,72,141
158,82,150
906,100,53
961,23,386
823,56,369
138,37,20
382,96,55
779,59,161
228,43,11
413,63,232
567,35,313
716,87,542
953,60,888
674,42,177
498,3,430
509,96,267
426,81,305
217,11,111
617,31,172
592,61,509
350,72,159
194,16,191
346,8,85
280,2,49
785,88,585
348,5,6
291,63,206
846,3,142
422,59,159
655,55,11
643,8,564
83,59,46
189,83,41
891,66,663
59,6,47
977,75,203
80,1,80
617,87,551
521,38,158
364,47,55
267,71,193
727,4,151
93,39,87
565,91,342
174,83,72
179,11,89
854,69,620
507,18,222
79,79,67
300,18,80
665,16,28
536,74,159
516,11,302
981,63,577
948,13,690
122,44,48
940,19,305
493,80,434
681,35,589
125,49,117
700,78,516
395,96,133
975,94,591
186,100,140
842,43,421
905,69,631
997,92,547
338,19,143
844,82,233
911,40,75
365,5,91
896,12,850
569,89,334
777,92,585
856,59,614
217,28,5
274,11,259
932,6,827
334,18,47
535,55,534
110,19,79
189,100,64
602,78,35
131,69,67
939,85,887
877,40,512
348,10,18
39,18,29
944,37,194
23,9,11
795,78,473
290,81,235
521,60,15
692,23,10
516,79,373
295,47,116
712,17,590
90,78,12
631,73,81
635,96,398
343,88,127
235,92,110
493,38,115
29,11,17
136,58,109
99,43,72
684,64,240
466,38,57
463,31,246
92,4,2
644,16,356
843,41,273
791,4,407
447,1,447
762,52,447
296,87,127
662,76,207
732,45,121
866,10,612
382,69,255
414,92,82
15,11,12
786,87,644
377,55,358
45,29,9
813,32,189
769,57,764
691,59,138
888,32,6
69,55,51
851,26,811
6,5,1
989,18,114
653,87,519
373,9,357
564,8,505
819,56,145
434,63,286
966,56,322
155,64,36
566,57,391
635,32,290
785,70,212
958,78,36
548,65,165
815,81,725
181,5,18
626,31,451
226,40,21
49,26,21
191,97,146
642,90,361
457,77,351
604,46,321
864,30,544
562,3,89
536,43,170
650,62,634
312,31,160
897,50,270
928,100,414
441,31,20
253,94,152
529,13,236
487,62,115
587,16,66
40,34,24
739,94,525
537,81,180
877,84,243
389,35,220
925,59,229
779,45,727
696,51,474
324,10,125
815,83,496
473,75,99
144,61,74
505,56,184
655,63,235
982,17,125
171,24,141
823,25,361
618,64,563
210,25,6
345,85,143
562,52,515
357,36,196
291,41,86
991,88,122
459,85,235
115,98,18
786,6,746
802,52,175
297,50,193
966,3,502
131,71,86
641,79,471
652,31,625
804,24,113
698,53,75
740,67,515
63,57,3
467,48,261
689,21,495
80,2,33
16,16,11
787,46,445
808,87,166
462,7,185
108,21,89
276,28,174
986,61,692
962,40,225
911,53,75
885,7,542
814,71,178
575,35,18
227,10,1
913,22,822
259,14,189
963,85,73
47,44,8
441,94,213
573,7,453
544,77,46
748,24,335
573,71,279
498,15,309
332,53,46
774,81,572
693,96,670
885,23,487
24,14,23
994,8,137
555,17,402
504,61,67
730,26,32
55,4,15
327,14,284
132,39,48
742,30,104
802,90,373
462,39,222
843,22,158
724,5,231
599,53,50
321,51,208
794,83,363
167,82,73
259,70,81
748,24,335
957,100,484
466,58,216
321,21,24
966,12,789
658,29,246
436,9,125
598,44,238
885,11,210
554,75,538
257,82,123
812,78,189
917,96,642
368,20,158
183,2,111
684,63,43
205,58,67
349,31,322
338,32,211
288,34,107
990,88,34
580,80,455
655,82,412
492,14,186
413,36,296
135,11,74
312,61,49
694,35,360
172,58,45
647,15,265
53,44,18
985,16,125
835,2,647
664,6,14
705,56,609
23,5,22
206,15,175
684,83,111
592,8,156
181,26,98
937,56,603
932,16,255
148,74,132
442,76,372
473,81,62
499,49,466
152,17,62
365,64,186
712,6,302
666,43,360
848,56,90
657,30,366
546,87,179
77,2,27
736,96,525
744,48,494
437,6,326
312,43,109
236,76,128
468,91,270
97,2,67
595,83,401
276,46,259
682,34,148
205,20,8
11,4,9
230,8,44
880,43,329
816,79,546
318,38,260
418,11,158
893,79,664
633,86,578
116,41,18
584,27,535
483,81,393
314,34,82
556,27,344
558,79,480
601,12,223
462,56,198
95,35,6
474,56,403
946,11,881
979,39,365
213,38,175
214,28,138
609,71,474
306,28,142
704,54,11
596,84,28
463,86,92
471,90,406
534,17,45
941,28,298
921,22,80
108,20,65
47,33,5
186,100,140
795,49,399
366,19,326
584,71,482
237,99,132
173,33,38
948,10,537
61,45,56
328,44,101
103,60,85
15,7,5
510,93,60
845,83,499
672,65,300
718,100,669
431,75,126
879,47,89
762,84,419
801,86,18
374,63,138
199,78,81
443,45,372
589,35,508
679,15,70
345,88,303
460,87,237
530,3,526
934,85,462
220,88,128
815,43,93
744,82,2
331,90,111
686,50,22
108,64,40
392,93,318
927,54,677
853,73,826
105,60,101
928,71,421
492,34,141
624,89,466
311,58,76
966,48,55
710,33,23
878,8,186
189,45,2
292,9,259
568,81,481
536,15,367
348,80,76
644,63,194
263,85,137
886,11,221
442,56,431
502,75,320
534,86,205
354,30,119
464,7,199
232,9,217
315,83,86
880,35,621
583,68,7
830,86,51
247,41,165
978,74,456
924,43,412
176,54,169
953,36,355
610,1,610
790,29,459
694,4,19
226,43,153
179,8,58
237,70,36
384,15,328
171,24,141
349,55,262
633,47,537
898,61,42
655,91,636
598,96,536
637,89,364
222,46,11
576,53,17
912,82,536
527,33,188
207,97,106
725,19,381
277,35,241
63,48,46
306,24,145
903,99,156
221,58,141
757,31,388
340,73,118
692,61,204
737,46,428
331,91,88
656,15,400
836,59,280
507,92,366
536,35,330
714,55,512
786,95,470
734,33,83
43,28,34
91,19,20
778,17,227
314,2,117
201,62,181
451,42,274
739,12,549
587,34,115
343,63,332
840,52,505
990,8,105
978,6,149
826,62,583
971,86,455
573,72,377
328,50,182
608,68,514
793,49,301
130,28,127
856,30,304
509,95,289
378,65,139
89,56,25
595,13,540
405,85,383
353,80,124
596,53,490
99,38,19
372,6,319
490,15,189
453,41,88
105,94,68
150,91,121
222,44,80
66,61,37
461,1,461
113,13,24
53,25,28
906,90,336
847,65,308
128,67,28
284,74,191
931,18,53
87,23,43
368,34,210
458,75,372
496,19,252
934,72,528
339,50,63
975,72,620
648,81,288
66,21,53
276,26,75
46,25,3
958,9,915
166,16,97
666,24,481
14,9,6
282,50,25
505,86,311
96,57,67
436,54,177
286,45,115
747,57,266
762,36,334
958,3,478
277,43,84
210,90,143
676,97,367
275,2,39
534,33,419
509,88,443
532,67,409
727,80,531
115,5,8
45,29,9
79,58,56
608,93,221
349,13,88
165,75,151
163,80,7
49,35,18
373,5,131
749,89,670
631,62,96
369,39,310
826,5,741
267,75,179
340,26,197
32,6,16
463,66,419
270,47,77
190,30,3
46,11,16
751,88,656
271,54,271
686,59,532
260,5,191
511,2,511
195,23,109
575,78,291
955,25,73
291,62,178
761,85,148
315,41,157
336,12,234
424,77,17
853,43,41
882,83,108
232,21,102
43,34,43
763,70,225
891,21,874
196,32,97
118,92,72
273,26,271
513,59,404
927,80,35
476,23,290
426,66,194
219,61,173
182,83,20
408,7,243
666,50,380
901,21,192
927,88,265
195,20,13
721,98,553
611,66,31
664,28,490
530,26,469
104,66,35
607,10,204
943,69,484
219,95,218
268,4,201
427,10,423
954,40,862
645,31,408
849,85,370
918,100,338
88,11,6
564,13,137
372,18,8
832,22,752
697,3,494
431,61,291
149,100,111
274,15,265
915,86,359
86,9,47
244,87,183
500,99,498
427,96,328
193,10,93
304,48,58
939,37,9
914,96,354
540,71,168
307,30,44
200,99,175
916,83,221
184,78,63
720,82,239
379,53,29
153,50,137
877,43,200
668,1,668
802,95,402
29,20,6
900,80,621
818,82,595
694,62,1
3,2,3
322,71,293
203,19,2
686,66,431
436,96,330
914,35,9
422,71,399
634,5,459
169,38,28
413,76,300
908,98,215
881,95,328
561,76,462
562,89,277
39,17,4
665,43,317
347,90,192
460,18,339
749,67,374
444,86,275
664,52,333
592,59,95
384,66,255
511,41,34
456,82,66
697,23,125
915,7,752
900,71,266
238,87,143
595,51,458
602,31,319
678,32,351
814,2,605
805,32,741
930,9,663
202,38,169
932,37,689
571,52,420
107,31,103
342,40,146
597,51,560
673,12,451
399,5,261
13,11,4
266,55,260
397,57,269
840,67,100
754,24,479
890,25,315
938,76,568
535,68,117
371,4,322
846,82,397
468,77,274
390,45,69
421,3,199
59,28,22
435,4,190
854,72,142
899,92,79
515,6,334
134,26,120
881,30,178
373,8,301
952,21,326
357,65,245
300,56,149
311,44,310
227,36,115
131,12,117
124,77,26
569,51,294
92,35,89
293,16,106
239,99,91
758,3,677
824,97,523
283,77,42
736,60,419
848,37,249
911,68,107
107,72,101
403,46,55
435,1,435
967,95,162
435,57,363
774,28,733
16,14,10
992,16,237
578,19,194
554,68,317
114,98,35
482,28,451
601,20,585
336,39,80
91,88,57
450,41,416
220,14,117
306,70,268
204,36,147
242,78,128
95,78,28
209,85,31
942,44,142
814,87,688
485,8,374
348,16,6
780,41,140
760,71,291
521,13,132
693,59,256
508,91,503
164,26,5
683,13,434
419,82,108
220,70,219
286,89,224
579,12,542
211,94,141
334,23,216
655,3,368
100,23,60
283,60,215
45,24,29
714,63,532
9,1,9
660,68,251
83,36,77
177,15,117
562,55,382
840,60,361
457,94,370
483,6,142
751,40,346
281,62,131
672,100,236
882,57,649
922,66,905
162,59,81
552,96,145
591,38,14
623,7,209
956,61,796
39,5,11
492,87,161
614,50,338
379,14,325
693,53,507
962,20,135
680,29,211
791,39,131
734,69,264
868,94,646
459,73,36
573,98,219
320,40,257
694,69,364
927,79,626
184,88,183
241,20,46
746,32,393
189,17,186
681,65,207
855,23,661
981,33,526
42,12,40
152,68,66
449,66,402
196,56,180
374,97,178
554,7,320
71,47,30
265,97,77
550,28,310
832,99,93
543,15,472
97,3,82
308,44,178
722,38,382
922,26,917
584,40,312
922,41,874
349,74,277
831,84,650
997,8,161
263,8,51
468,50,59
807,20,581
375,26,27
21,4,21
28,2,25
385,46,23
927,47,532
458,53,2
119,90,3
319,34,252
552,98,411
993,16,253
90,74,45
384,82,60
858,2,693
976,23,731
332,86,264
617,33,294
126,28,15
328,79,65
432,53,406
544,10,161
654,45,102
449,94,72
844,56,713
718,96,251
577,3,134
251,71,94
670,23,196
824,7,115
261,63,240
14,1,14
481,24,39
897,83,461
797,21,559
899,66,296
183,17,84
486,39,208
685,50,658
281,25,41
353,6,205
511,83,68
670,44,228
659,4,569
401,8,141
130,64,13
299,34,187
244,24,38
58,4,27
127,36,120
603,75,169
946,41,934
725,11,104
708,84,295
910,68,39
418,99,155
464,73,401
638,92,465
424,46,190
373,92,250
548,93,417
94,62,31
209,100,64
138,69,10
190,80,37
377,34,143
317,26,252
951,21,305
466,47,291
721,3,566
7,2,7
501,68,397
916,5,343
967,59,815
231,93,225
781,59,279
955,78,760
43,34,43
989,98,557
445,60,293
199,21,60
179,42,59
118,71,37
655,92,87
872,14,76
907,54,512
107,84,107
250,60,99
127,48,108
668,35,134
47,45,19
599,45,151
504,41,258
914,29,670
419,39,304
855,53,646
16,10,1
877,97,566
698,39,247
9,3,1
804,95,592
725,24,518
194,6,58
535,80,200
398,80,350
201,37,165
550,28,310
570,69,27
807,89,397
47,7,30
578,11,446
112,7,25
423,77,364
491,85,98
578,90,97
192,54,116
881,11,166
911,48,251
283,55,97
399,54,266
381,69,186
283,14,260
406,57,382
112,52,4
610,38,129
73,31,27
715,66,242
71,12,64
852,50,643
42,38,12
287,39,51
268,13,256
976,60,342
668,5,629
23,19,2
150,83,31
473,22,366
505,23,472
213,25,81
944,53,896
686,42,681
275,29,151
202,11,153
603,57,159
82,31,73
832,52,89
530,72,44
503,18,150
255,85,234
321,48,248
205,9,182
952,69,155
307,23,231
799,93,491
653,96,191
653,77,28
158,68,6
449,49,368
669,97,361
313,44,86
95,20,10
238,68,148
483,20,348
162,3,14
788,55,68
125,94,110
340,15,31
775,67,594
22,11,16
63,17,60
932,86,899
478,61,445
382,40,301
123,34,117
742,83,648
375,57,173
707,12,165
699,22,113
131,72,46
932,3,400
270,92,40
537,17,96
127,59,39
636,61,123
907,50,770
907,26,527
48,43,10
875,47,779
18,16,8
384,45,188
226,40,21
38,5,6
834,83,425
641,11,547
941,6,881
568,65,348
343,82,332
386,44,146
938,2,853
533,47,459
356,27,292
892,56,814
586,26,262
736,26,188
249,20,206
551,58,46
600,56,551
525,17,424
274,94,11
602,17,36
6,5,1
880,70,180
909,31,79
24,24,2
69,34,47
149,84,78
344,20,39
414,59,107
170,61,88
542,55,383
901,65,313
564,15,238
271,17,247
385,30,311
560,95,327
885,81,459
870,79,606
84,39,3
727,35,86
890,2,757
194,70,52
450,53,36
286,87,132
82,61,50
904,22,624
320,29,275
843,38,282
767,50,426
767,72,376
276,16,121
935,14,24
951,8,770
74,9,20
91,5,2
57,20,12
975,1,975
936,17,318
788,88,61
952,93,773
558,57,495
879,78,329
940,23,848
298,73,239
556,58,336
337,22,167
711,76,497
446,21,362
744,7,363
689,25,59
909,64,360
516,12,320
324,8,245
835,100,788
344,9,96
698,38,182
746,60,277
513,94,313
54,33,31
20,9,6
194,25,18
868,4,715
928,81,311
409,25,134
496,44,135
707,12,165
574,49,413
294,60,7
940,44,54
745,97,682
206,46,135
51,6,51
272,28,62
781,34,589
137,41,119
2,1,2
645,42,283
710,26,241
21,1,21
376,29,168
746,34,163
744,29,648
213,2,171
461,30,53
573,9,348
158,76,52
66,37,25
9,1,9
264,79,49
750,28,61
628,58,378
155,21,30
701,37,245
180,64,126
803,84,740
722,74,125
394,51,386
716,39,239
859,10,542
183,15,25
470,73,374
352,11,203
759,51,39
34,23,19
132,10,116
990,74,358
432,69,35
566,9,285
38,13,27
127,81,66
885,91,169
502,3,442
219,16,188
719,6,344
933,41,401
791,84,527
430,77,49
767,97,554
1000,75,940
423,11,213
976,36,212
731,40,289
451,12,30
113,72,93
639,71,106
897,67,433
869,5,108
991,12,106
668,58,99
328,44,101
170,24,117
14,6,1
41,38,16
584,32,479
997,9,302
599,56,495
192,13,155
800,98,718
203,94,13
31,19,15
848,50,443
348,78,218
622,99,300
566,68,9
839,41,109
651,19,348
400,83,383
676,19,155
759,23,71
124,93,77
589,84,36
284,25,116
933,51,439
18,4,9
784,72,43
703,4,55
23,15,8
658,43,16
51,32,16
925,36,291
29,8,23
572,35,488
998,21,308
100,89,9
69,21,49
797,1,797
481,36,56
962,20,135
437,16,241
808,4,475
545,98,273
682,79,408
499,15,324
943,58,908
857,96,206
720,24,398
773,61,762
3,1,3
719,60,129
415,74,212
645,63,257
938,36,759
325,75,95
452,53,142
156,99,75
783,79,337
967,55,228
128,45,91
936,73,652
137,57,95
623,41,53
935,63,550
930,86,727
571,11,369
567,46,374
665,15,535
215,88,124
551,23,493
193,44,56
184,9,178
372,72,301
938,2,853
790,66,685
88,52,59
718,82,75
782,12,308
938,72,816
507,54,237
139,1,139
176,82,123
122,87,116
913,87,700
131,20,45
718,48,699
963,65,614
548,61,105
631,70,64
171,93,42
207,79,27
272,46,75
752,14,68
512,64,500
909,77,303
955,24,174
730,51,63
65,40,6
906,34,657
72,43,20
515,47,137
31,2,31
477,15,472
927,82,849
798,60,303
409,57,146
66,37,25
35,22,5
14,11,1
658,89,289
633,14,489
89,61,48
451,45,287
269,50,204
860,57,266
866,27,304
483,51,122
870,18,761
961,22,960
923,60,27
437,42,131
306,77,36
849,91,370
844,81,593
254,9,181
816,91,693
582,54,490
321,19,151
920,36,111
654,38,537
116,39,47
342,39,314
868,24,814
758,26,2
435,46,266
607,83,194
624,86,431
390,100,103
438,79,381
412,40,317
836,95,353
739,59,93
625,70,275
277,45,272
560,74,287
43,15,12
111,57,95
178,77,138
190,53,171
784,83,323
764,7,503
638,29,316
504,91,139
812,11,273
485,81,70
291,76,95
951,75,190
591,95,397
483,60,256
372,82,213
877,47,873
697,4,31
479,69,71
877,86,673
877,31,872
9,5,8
300,23,70
164,38,7
381,20,38
508,11,214
6,5,1
439,26,38
886,12,730
268,47,252
386,78,250
475,20,188
795,57,693
346,16,322
754,37,4
54,47,43
185,85,161
528,45,340
907,82,126
242,14,197
777,60,616
788,20,201
18,7,9
109,50,20
371,24,367
105,87,2
460,68,15
614,70,127
589,58,540
581,97,546
760,65,287
361,43,194
790,51,57
503,68,30
430,10,25
672,63,644
502,43,269
797,24,745
816,55,806
576,74,335
964,45,396
319,37,207
742,1,742
200,48,71
947,88,144
255,14,133
268,4,201
683,42,555
151,61,56
973,78,236
404,16,135
708,82,682
136,56,94
730,87,314
391,17,371
560,83,381
46,13,3
312,13,266
953,9,870
548,33,343
161,12,41
825,86,451
198,6,82
460,42,196
779,96,103
17,10,11
265,26,63
255,99,192
919,75,599
966,82,264
590,7,572
983,42,896
273,68,237
814,25,136
49,41,23
26,4,19
543,97,227
109,33,29
716,32,167
680,28,267
257,59,105
918,100,338
897,46,462
672,39,599
99,53,81
494,71,19
599,4,329
695,17,301
818,8,561
842,83,250
486,98,166
671,32,127
842,51,245
262,98,49
429,16,113
529,34,378
31,11,8
296,46,34
320,11,185
697,51,525
843,95,176
948,20,811
304,47,240
779,16,389
625,95,595
394,24,159
584,32,479
641,58,499
318,61,98
786,17,363
631,40,372
984,2,945
584,44,215
851,1,851
419,15,48
445,12,407
399,28,298
134,97,90
676,11,281
159,90,138
885,22,206
313,13,279
866,68,607
804,42,464
172,13,76
983,95,706
192,51,142
749,74,651
601,61,464
763,79,305
940,21,74
53,29,44
238,72,220
594,84,456
710,91,187
134,46,19
646,48,619
956,100,384
262,81,172
963,71,58
3,2,3
347,3,332
874,29,401
641,2,259
57,3,32
134,13,45
95,69,57
979,10,847
339,61,57
154,47,38
868,74,607
448,68,113
530,54,444
39,15,35
356,74,90
36,14,10
816,12,716
81,66,4
545,31,272
346,22,19
363,87,19
952,3,460
600,38,356
208,9,1
390,89,76
695,9,167
771,10,467
980,26,542
848,47,369
772,2,521
607,32,20
657,39,14
847,6,317
528,86,221
136,41,78
179,100,169
690,37,533
266,9,25
890,36,840
391,60,379
833,80,454
382,29,342
650,52,263
459,93,177
529,69,498
332,29,301
290,59,134
574,86,318
393,41,176
810,28,160
553,43,356
108,74,90
326,88,303
883,11,188
232,99,107
575,53,540
925,60,147
136,42,132
16,10,1
269,18,98
85,24,40
879,99,459
44,5,36
575,11,413
315,71,114
885,95,708
17,2,3
691,83,1
581,59,37
299,10,187
635,35,290
947,87,878
683,72,138
533,61,275
638,15,130
895,78,690
790,12,404
455,96,375
459,98,356
993,69,49
422,27,136
640,72,357
435,60,134
387,15,373
372,6,319
846,9,764
650,34,396
514,33,281
362,89,221
948,56,275
650,53,241
22,8,17
294,100,56
195,11,76
196,4,131
380,20,18
980,66,956
968,86,197
986,22,548
332,25,74
389,12,147
620,25,314
712,25,634
567,13,176
16,12,1
129,51,94
835,76,692
76,45,48
697,3,494
142,7,108
835,44,759
60,42,12
373,18,26
266,19,265
529,47,271
551,86,33
748,75,242
150,49,113
707,70,707
482,85,308
89,74,61
666,76,511
892,41,545
325,9,259
369,37,351
221,23,82
2,1,2
438,1,438
382,97,197
64,56,6
825,1,825
548,10,201
653,98,74
406,71,91
659,75,587
890,39,627
266,16,230
101,45,22
755,63,175
217,67,49
753,86,561
719,3,560
796,19,199
800,84,488
930,21,801
451,3,289
48,15,41
799,14,726
713,4,95
90,76,2
377,4,346
43,22,21
689,79,275
903,70,899
728,19,438
117,45,85
